transaction_id,customer_id,amount,error_code,historical_success_rate,previous_failed_attempts,time_of_day,device_type,outcome_no_action,outcome_retry_now,outcome_retry_delayed,outcome_reminder,outcome_incentive_10
RP_6C286364,CUST_6658,684.97,CUSTOMER_ABANDONED,0.705,1,1,Desktop,0,0,0,0,0
RP_9F653B17,CUST_4778,741.07,INSUFFICIENT_FUNDS,0.764,0,19,Mobile,0,0,1,1,0
RP_EA420CF1,CUST_3896,2973.05,GATEWAY_TIMEOUT,0.831,2,8,Mobile,0,1,0,0,0
RP_218CDD5A,CUST_1988,1431.13,INSUFFICIENT_FUNDS,0.72,0,2,Desktop,0,0,0,0,1
RP_98411053,CUST_5116,669.1,CUSTOMER_ABANDONED,0.725,0,9,Desktop,0,0,0,0,0
RP_4BB77978,CUST_7446,3791.69,GATEWAY_TIMEOUT,0.814,0,20,Mobile,0,1,0,0,0
RP_B04EFCD5,CUST_5179,479.87,3D_SECURE_FAILED,0.691,0,8,Mobile,0,0,0,1,0
RP_AF5884CF,CUST_2682,458.36,GATEWAY_TIMEOUT,0.554,1,19,Mobile,0,0,0,0,0
RP_5983E2CC,CUST_6626,100.0,3D_SECURE_FAILED,0.797,2,3,Mobile,0,0,0,1,0
RP_8A073F19,CUST_8424,564.1,CUSTOMER_ABANDONED,0.786,0,21,Desktop,0,0,0,0,0
RP_B277771D,CUST_1933,5273.56,INSUFFICIENT_FUNDS,0.6,1,6,Mobile,0,0,0,0,0
RP_809BC532,CUST_4598,100.0,INSUFFICIENT_FUNDS,0.269,0,11,Desktop,0,0,1,1,0
RP_8B31AD6C,CUST_2980,349.92,CUSTOMER_ABANDONED,0.62,2,10,Mobile,0,0,0,1,1
RP_9F1CD486,CUST_4056,1857.31,CUSTOMER_ABANDONED,0.775,0,21,Mobile,0,0,0,0,1
RP_E11EC95C,CUST_9984,100.0,CUSTOMER_ABANDONED,0.768,0,14,Mobile,0,0,0,0,0
RP_1DCB49DC,CUST_1791,594.17,INSUFFICIENT_FUNDS,0.75,0,19,Mobile,0,0,0,0,0
RP_79EBA41E,CUST_6390,4311.48,INSUFFICIENT_FUNDS,0.88,0,13,Mobile,0,0,0,1,0
RP_447887C9,CUST_7635,12728.91,RISK_BLOCKED,0.917,0,6,Mobile,0,0,0,1,0
RP_416C10F1,CUST_3255,1553.55,GATEWAY_TIMEOUT,0.826,0,14,Desktop,0,1,1,0,0
RP_9D8931A6,CUST_4610,360.77,INSUFFICIENT_FUNDS,0.455,0,13,Mobile,0,0,0,1,0
RP_C3DCE635,CUST_2607,346.49,GATEWAY_TIMEOUT,0.476,0,10,Mobile,0,0,1,0,0
RP_8224BAEE,CUST_6179,1304.91,CUSTOMER_ABANDONED,0.891,1,9,Mobile,0,0,0,0,1
RP_4D7F8C21,CUST_7573,1536.34,CUSTOMER_ABANDONED,0.784,1,18,Mobile,0,0,0,1,1
RP_778EA3C7,CUST_1984,10193.59,GATEWAY_TIMEOUT,0.656,1,2,Mobile,0,1,1,0,0
RP_BD1A20C2,CUST_6776,3515.6,GATEWAY_TIMEOUT,0.931,0,11,Mobile,0,1,0,0,0
RP_098F02D9,CUST_4676,1213.09,GATEWAY_TIMEOUT,0.959,0,12,Mobile,0,0,1,1,0
RP_984254E2,CUST_4380,733.44,INSUFFICIENT_FUNDS,0.652,0,6,Desktop,0,0,0,0,0
RP_A4745799,CUST_9711,40849.67,INSUFFICIENT_FUNDS,0.641,0,11,Desktop,0,0,1,0,0
RP_DC892601,CUST_9782,2326.02,RISK_BLOCKED,0.384,0,21,Desktop,0,0,0,0,0
RP_DEB4074E,CUST_2050,491.52,INSUFFICIENT_FUNDS,0.879,0,1,Mobile,0,0,0,1,1
RP_36128555,CUST_4633,837.53,GATEWAY_TIMEOUT,0.663,0,0,Desktop,0,0,0,0,0
RP_BA0B04D2,CUST_7342,382.62,3D_SECURE_FAILED,0.886,0,5,Mobile,0,0,0,0,0
RP_3583DFFC,CUST_1959,100.0,INSUFFICIENT_FUNDS,0.627,0,18,Mobile,0,0,0,0,0
RP_33DB6023,CUST_7059,1595.88,CUSTOMER_ABANDONED,0.387,2,5,Mobile,0,0,0,0,0
RP_8A27E321,CUST_9884,9310.94,GATEWAY_TIMEOUT,0.831,2,12,Mobile,0,1,0,0,0
RP_8C1CEFE5,CUST_6655,154.99,INSUFFICIENT_FUNDS,0.558,0,3,Desktop,0,0,0,0,0
RP_C60B5FFB,CUST_5473,1171.82,3D_SECURE_FAILED,0.828,0,13,Mobile,0,0,0,0,0
RP_3E6F4CBD,CUST_3946,469.52,CUSTOMER_ABANDONED,0.636,2,15,Mobile,0,0,0,1,0
RP_BBF31340,CUST_8725,2050.43,INSUFFICIENT_FUNDS,0.771,2,1,Mobile,0,0,0,0,0
RP_95F5EC50,CUST_1526,891.77,CUSTOMER_ABANDONED,0.551,1,8,Mobile,1,0,0,0,0
RP_B2A97BE5,CUST_4224,214.42,3D_SECURE_FAILED,0.674,0,12,Mobile,0,0,0,0,0
RP_0A9748E5,CUST_2875,337.87,GATEWAY_TIMEOUT,0.824,0,20,Mobile,0,1,1,0,1
RP_90D7CA18,CUST_2763,404.9,INSUFFICIENT_FUNDS,0.961,0,13,Desktop,0,0,1,1,1
RP_96E77D7B,CUST_9712,5503.73,RISK_BLOCKED,0.734,1,13,Mobile,0,0,0,0,0
RP_E4E1CEBB,CUST_6797,5176.64,GATEWAY_TIMEOUT,0.62,1,4,Mobile,0,1,0,0,0
RP_58473CA4,CUST_8099,754.75,CUSTOMER_ABANDONED,0.737,0,1,Mobile,0,0,0,0,0
RP_8BDB455F,CUST_6109,4785.59,CUSTOMER_ABANDONED,0.484,0,4,Mobile,0,0,1,0,1
RP_AE20A405,CUST_7644,890.85,CUSTOMER_ABANDONED,0.695,0,5,Mobile,0,0,0,0,1
RP_5A9D7697,CUST_1116,741.0,INSUFFICIENT_FUNDS,0.676,1,1,Desktop,0,0,0,0,0
RP_D2B5D2A4,CUST_3433,1174.43,INSUFFICIENT_FUNDS,0.709,1,0,Mobile,0,0,0,0,0
RP_9216A817,CUST_6463,1543.47,CUSTOMER_ABANDONED,0.694,0,15,Mobile,0,0,0,0,1
RP_FC3CB2F0,CUST_1583,563.11,GATEWAY_TIMEOUT,0.728,0,21,Mobile,0,1,1,0,0
RP_10BE73D1,CUST_9586,1125.79,INSUFFICIENT_FUNDS,0.755,0,8,Mobile,0,0,0,0,0
RP_18FEEF5A,CUST_4788,2820.83,GATEWAY_TIMEOUT,0.897,1,13,Mobile,0,0,0,0,0
RP_D2CE16D3,CUST_5167,1281.07,GATEWAY_TIMEOUT,0.777,1,8,Desktop,0,1,1,1,0
RP_939DC496,CUST_9465,1154.4,RISK_BLOCKED,0.722,0,4,Mobile,0,0,0,0,0
RP_CA03EBFD,CUST_2389,1984.29,INSUFFICIENT_FUNDS,0.841,0,14,Mobile,0,1,0,1,0
RP_CED9E2D4,CUST_9357,2440.72,RISK_BLOCKED,0.739,0,9,Mobile,0,0,0,0,0
RP_B6C69CD6,CUST_7154,1017.25,GATEWAY_TIMEOUT,0.924,0,14,Mobile,0,1,1,0,1
RP_71FD6E55,CUST_6420,620.78,CUSTOMER_ABANDONED,0.571,0,16,Mobile,0,0,0,0,0
RP_83C31488,CUST_9920,1376.15,GATEWAY_TIMEOUT,0.585,0,2,Mobile,0,1,0,0,0
RP_6E0A6313,CUST_3043,161.94,CUSTOMER_ABANDONED,0.537,1,7,Desktop,0,0,0,0,0
RP_3F0A0B76,CUST_5197,852.02,CUSTOMER_ABANDONED,0.553,1,3,Mobile,0,0,0,0,1
RP_1CDE4F50,CUST_4496,100.0,GATEWAY_TIMEOUT,0.791,0,10,Mobile,0,0,1,0,0
RP_C8B617D7,CUST_1778,146.8,3D_SECURE_FAILED,0.833,0,18,Mobile,0,0,0,0,0
RP_3E906D06,CUST_1213,122.56,GATEWAY_TIMEOUT,0.575,0,13,Mobile,0,0,1,0,0
RP_338F353E,CUST_4762,3853.83,CUSTOMER_ABANDONED,0.662,1,17,Mobile,0,0,0,1,0
RP_00620BD0,CUST_7731,1115.19,RISK_BLOCKED,0.745,1,20,Mobile,0,0,0,0,0
RP_8D1CADCB,CUST_4117,241.18,3D_SECURE_FAILED,0.914,0,1,Mobile,0,0,0,1,0
RP_22DA16BD,CUST_6791,1976.89,RISK_BLOCKED,0.917,0,8,Desktop,0,0,0,0,0
RP_F151A131,CUST_9783,3591.72,INSUFFICIENT_FUNDS,0.887,0,9,Desktop,0,1,0,1,0
RP_F695C794,CUST_3720,2018.65,GATEWAY_TIMEOUT,0.33,0,12,Mobile,0,1,1,0,0
RP_DE4AC3A9,CUST_9905,874.41,GATEWAY_TIMEOUT,0.797,0,18,Desktop,0,1,0,1,0
RP_1701A0D9,CUST_7047,1449.51,INSUFFICIENT_FUNDS,0.627,0,3,Mobile,0,0,0,0,0
RP_3F0698D3,CUST_9032,3235.04,CUSTOMER_ABANDONED,0.438,0,15,Mobile,0,0,0,0,1
RP_36B2BBAD,CUST_1001,624.47,GATEWAY_TIMEOUT,0.429,0,11,Mobile,0,1,0,0,0
RP_134D138B,CUST_7368,1136.65,CUSTOMER_ABANDONED,0.69,1,15,Mobile,0,0,0,0,1
RP_EFA52630,CUST_2949,805.42,INSUFFICIENT_FUNDS,0.401,0,16,Mobile,0,0,0,0,0
RP_0E860BC4,CUST_7732,158.21,INSUFFICIENT_FUNDS,0.674,2,15,Mobile,0,0,0,0,0
RP_CFE6FCEE,CUST_8833,3294.08,CUSTOMER_ABANDONED,0.927,0,6,Desktop,0,0,0,0,1
RP_D26B2ECE,CUST_1917,12948.38,INSUFFICIENT_FUNDS,0.671,0,1,Mobile,0,0,1,1,0
RP_2EC097ED,CUST_4174,384.31,CUSTOMER_ABANDONED,0.57,0,8,Mobile,0,0,0,1,0
RP_CFA780A1,CUST_8014,3481.49,GATEWAY_TIMEOUT,0.92,0,11,Desktop,0,1,1,0,0
RP_C71BE64B,CUST_1089,399.26,CUSTOMER_ABANDONED,0.746,0,12,Mobile,0,0,0,0,0
RP_6BF79086,CUST_2709,1286.07,GATEWAY_TIMEOUT,0.885,0,13,Mobile,0,1,1,1,0
RP_EF89B2BE,CUST_4041,6698.34,GATEWAY_TIMEOUT,0.866,0,11,Mobile,0,1,0,0,1
RP_A252A017,CUST_1105,587.26,CUSTOMER_ABANDONED,0.633,1,2,Desktop,0,0,0,0,1
RP_25980037,CUST_9619,1077.48,3D_SECURE_FAILED,0.821,0,21,Mobile,0,0,0,1,1
RP_064CFE52,CUST_2895,126.24,GATEWAY_TIMEOUT,0.521,0,20,Mobile,0,0,0,0,0
RP_0A107673,CUST_7090,494.21,INSUFFICIENT_FUNDS,0.914,2,15,Mobile,0,0,1,0,0
RP_2C62654D,CUST_9508,111.33,INSUFFICIENT_FUNDS,0.912,1,17,Mobile,0,0,0,0,1
RP_1E1D3130,CUST_7082,1835.39,GATEWAY_TIMEOUT,0.443,0,2,Desktop,0,0,0,0,0
RP_D297E549,CUST_1634,2974.9,CUSTOMER_ABANDONED,0.642,0,21,Mobile,0,0,0,0,0
RP_D6C5A34B,CUST_2925,840.53,CUSTOMER_ABANDONED,0.621,0,8,Desktop,0,0,0,0,0
RP_744658A6,CUST_3056,1545.44,GATEWAY_TIMEOUT,0.961,0,14,Mobile,0,0,1,0,0
RP_7987A510,CUST_7917,741.83,INSUFFICIENT_FUNDS,0.72,0,7,Mobile,0,0,0,0,0
RP_B4C47CA8,CUST_4144,2666.85,CUSTOMER_ABANDONED,0.545,0,9,Desktop,0,0,0,0,1
RP_80117ECA,CUST_1552,1280.95,INSUFFICIENT_FUNDS,0.72,1,20,Mobile,0,0,0,0,0
RP_443B2CD1,CUST_9907,101.21,CUSTOMER_ABANDONED,0.826,0,21,Desktop,0,0,0,1,1
RP_05724CB9,CUST_6383,3387.94,GATEWAY_TIMEOUT,0.69,0,2,Mobile,0,1,0,0,0
RP_2516ED42,CUST_4911,687.15,CUSTOMER_ABANDONED,0.615,0,4,Desktop,0,0,0,0,1
RP_3E728297,CUST_4389,238.78,GATEWAY_TIMEOUT,0.696,0,5,Desktop,0,1,1,1,1
RP_F15F3B60,CUST_9442,647.6,CUSTOMER_ABANDONED,0.978,0,13,Desktop,0,0,0,0,0
RP_011C1F48,CUST_3430,111.89,INSUFFICIENT_FUNDS,0.778,0,18,Desktop,0,0,0,0,1
RP_1C91DB92,CUST_1458,244.72,GATEWAY_TIMEOUT,0.759,0,17,Mobile,0,0,1,0,0
RP_4FB8190E,CUST_1207,1301.85,CUSTOMER_ABANDONED,0.969,2,6,Mobile,0,0,0,1,1
RP_F9C466C7,CUST_1899,1439.5,GATEWAY_TIMEOUT,0.921,0,3,Desktop,0,1,0,0,0
RP_9B373191,CUST_1021,1584.03,INSUFFICIENT_FUNDS,0.791,0,2,Mobile,1,0,0,1,0
RP_D23DE40B,CUST_9601,1100.87,INSUFFICIENT_FUNDS,0.89,2,12,Mobile,0,0,0,0,0
RP_AD549AD8,CUST_1894,477.5,GATEWAY_TIMEOUT,0.805,2,3,Mobile,0,0,1,0,0
RP_D85E40CB,CUST_1514,1027.26,3D_SECURE_FAILED,0.651,0,8,Mobile,0,0,0,1,0
RP_9E0D6F5A,CUST_8294,648.95,CUSTOMER_ABANDONED,0.338,2,5,Mobile,0,0,0,0,0
RP_0DCF9D99,CUST_5904,155.88,GATEWAY_TIMEOUT,0.895,0,10,Desktop,0,1,0,1,0
RP_718B6AB7,CUST_8867,434.02,CUSTOMER_ABANDONED,0.711,0,8,Mobile,0,0,0,0,1
RP_124B9939,CUST_5109,3188.96,INSUFFICIENT_FUNDS,0.743,0,8,Mobile,0,0,0,0,1
RP_A1B52E5D,CUST_8179,7375.75,3D_SECURE_FAILED,0.715,0,21,Mobile,0,1,0,1,0
RP_CF957199,CUST_2560,2395.94,INSUFFICIENT_FUNDS,0.378,0,20,Desktop,0,0,1,0,0
RP_34846D44,CUST_2266,6991.41,CUSTOMER_ABANDONED,0.459,0,18,Mobile,0,0,0,0,1
RP_4FC09A94,CUST_4638,1214.96,INSUFFICIENT_FUNDS,0.752,1,0,Desktop,0,0,0,1,0
RP_FCACEFA5,CUST_9941,8873.74,INSUFFICIENT_FUNDS,0.562,0,3,Mobile,0,0,0,0,0
RP_5F92C679,CUST_4427,12905.21,INSUFFICIENT_FUNDS,0.698,0,0,Desktop,0,0,0,0,0
RP_BED8A7EA,CUST_5780,136.98,GATEWAY_TIMEOUT,0.854,0,12,Desktop,0,0,0,0,0
RP_9E4E2269,CUST_2927,1430.52,CUSTOMER_ABANDONED,0.795,2,15,Desktop,0,0,0,0,0
RP_B29847CC,CUST_3356,1216.48,INSUFFICIENT_FUNDS,0.807,1,11,Desktop,0,0,0,0,0
RP_7665F276,CUST_5790,659.23,RISK_BLOCKED,0.918,0,0,Mobile,0,0,0,0,0
RP_5A8A0A4C,CUST_1306,1978.9,GATEWAY_TIMEOUT,0.975,1,14,Desktop,0,1,0,0,0
RP_991AC04D,CUST_8979,1152.11,CUSTOMER_ABANDONED,0.892,1,21,Mobile,0,0,0,0,0
RP_7ECE2D16,CUST_4665,453.71,3D_SECURE_FAILED,0.579,2,4,Mobile,0,0,0,0,0
RP_FE5F6744,CUST_8057,1062.17,CUSTOMER_ABANDONED,0.665,0,22,Mobile,0,0,0,1,0
RP_2E55E073,CUST_1661,4654.14,3D_SECURE_FAILED,0.708,0,0,Mobile,0,0,1,1,0
RP_457EB4C8,CUST_5644,1365.19,CUSTOMER_ABANDONED,0.621,0,16,Desktop,0,0,0,0,1
RP_17ACA16B,CUST_9503,2327.02,INSUFFICIENT_FUNDS,0.903,2,7,Mobile,0,0,0,0,0
RP_84F5E287,CUST_3920,786.46,CUSTOMER_ABANDONED,0.627,2,21,Mobile,0,0,0,0,0
RP_2C84A09A,CUST_9946,1886.5,GATEWAY_TIMEOUT,0.846,1,7,Mobile,0,1,0,1,0
RP_A5FF2339,CUST_7236,256.97,INSUFFICIENT_FUNDS,0.802,0,21,Mobile,0,0,0,0,0
RP_F46CE516,CUST_7078,602.05,GATEWAY_TIMEOUT,0.342,0,21,Mobile,0,0,0,0,0
RP_E1A72847,CUST_1352,969.52,CUSTOMER_ABANDONED,0.751,0,14,Mobile,0,0,0,0,0
RP_D181521F,CUST_8005,237.08,INSUFFICIENT_FUNDS,0.837,0,22,Desktop,0,0,1,0,0
RP_C5144AD9,CUST_1158,404.94,INSUFFICIENT_FUNDS,0.813,0,11,Desktop,0,0,0,0,0
RP_EB4CF438,CUST_1956,1596.76,GATEWAY_TIMEOUT,0.868,0,15,Mobile,0,1,0,0,1
RP_FAA3CFF8,CUST_3071,1281.52,RISK_BLOCKED,0.701,2,17,Mobile,0,0,0,0,0
RP_ABBA4A81,CUST_9595,2886.03,GATEWAY_TIMEOUT,0.699,0,2,Mobile,0,0,1,0,0
RP_1CD19F98,CUST_4453,533.46,GATEWAY_TIMEOUT,0.671,2,3,Mobile,0,0,0,0,0
RP_78B129B6,CUST_7675,1175.12,GATEWAY_TIMEOUT,0.714,1,14,Desktop,0,0,0,0,0
RP_8A9BF9DD,CUST_1955,489.68,RISK_BLOCKED,0.658,0,13,Mobile,0,0,0,0,0
RP_6B814CBA,CUST_7295,2558.96,RISK_BLOCKED,0.799,0,0,Mobile,0,0,0,0,0
RP_1DF0C992,CUST_2712,4577.44,CUSTOMER_ABANDONED,0.832,2,19,Mobile,0,0,0,0,1
RP_5BDD33E7,CUST_5703,1958.61,3D_SECURE_FAILED,0.836,1,16,Mobile,0,0,0,0,0
RP_EBB22EDF,CUST_7563,3918.38,GATEWAY_TIMEOUT,0.398,0,16,Mobile,0,0,0,0,1
RP_0F6BDD62,CUST_6631,1140.25,RISK_BLOCKED,0.67,0,21,Mobile,0,0,0,0,0
RP_50B69FC2,CUST_2394,2883.36,GATEWAY_TIMEOUT,0.908,0,17,Mobile,0,1,1,0,1
RP_2B28944D,CUST_5732,1200.51,GATEWAY_TIMEOUT,0.294,0,0,Mobile,0,1,0,0,0
RP_98F06111,CUST_4714,320.57,GATEWAY_TIMEOUT,0.708,0,1,Desktop,0,1,1,0,0
RP_23F21D37,CUST_1529,1474.49,CUSTOMER_ABANDONED,0.822,1,22,Mobile,0,0,0,0,0
RP_928CD865,CUST_3958,332.17,CUSTOMER_ABANDONED,0.945,0,15,Desktop,0,0,0,0,1
RP_D3A0F88C,CUST_8904,18159.6,INSUFFICIENT_FUNDS,0.747,0,13,Desktop,0,0,0,0,0
RP_2F8B5BE2,CUST_4591,734.43,RISK_BLOCKED,0.849,2,19,Mobile,0,0,0,0,0
RP_1C63D1A6,CUST_7895,2378.07,INSUFFICIENT_FUNDS,0.939,0,22,Mobile,0,0,1,1,0
RP_DE1AC0A2,CUST_1525,1080.42,GATEWAY_TIMEOUT,0.682,1,22,Mobile,0,0,0,0,0
RP_DCA37B3E,CUST_7477,249.55,INSUFFICIENT_FUNDS,0.71,0,19,Mobile,0,0,0,0,0
RP_770177F0,CUST_1001,112.37,CUSTOMER_ABANDONED,0.912,0,17,Mobile,0,0,0,0,1
RP_E333F71B,CUST_1374,2694.09,CUSTOMER_ABANDONED,0.677,0,8,Mobile,0,0,0,1,0
RP_CF2C69D1,CUST_5648,7038.91,INSUFFICIENT_FUNDS,0.914,0,13,Mobile,0,0,0,0,0
RP_C6287291,CUST_3365,454.06,CUSTOMER_ABANDONED,0.54,2,12,Mobile,0,0,0,0,1
RP_B81BA369,CUST_2525,150.2,GATEWAY_TIMEOUT,0.692,2,13,Mobile,0,0,1,0,0
RP_9315FF76,CUST_2646,742.34,CUSTOMER_ABANDONED,0.828,1,18,Mobile,0,0,0,1,0
RP_31D9B43D,CUST_1013,356.19,RISK_BLOCKED,0.69,0,16,Mobile,0,0,0,1,0
RP_EC61B476,CUST_5599,502.51,GATEWAY_TIMEOUT,0.815,1,7,Desktop,0,1,0,0,0
RP_6C321928,CUST_3278,2281.18,3D_SECURE_FAILED,0.796,0,3,Mobile,0,0,0,0,0
RP_7AD0EE3F,CUST_4155,1032.2,CUSTOMER_ABANDONED,0.465,0,8,Desktop,0,0,0,0,0
RP_09199EDD,CUST_9321,405.29,GATEWAY_TIMEOUT,0.878,0,23,Mobile,0,1,0,0,0
RP_D44828ED,CUST_4814,2222.08,RISK_BLOCKED,0.728,0,10,Mobile,0,0,0,0,0
RP_DC2F6E78,CUST_4216,2441.2,INSUFFICIENT_FUNDS,0.879,0,6,Mobile,0,0,1,0,0
RP_B3BF107B,CUST_9219,731.82,INSUFFICIENT_FUNDS,0.779,0,14,Mobile,0,1,1,1,1
RP_3A33EC4A,CUST_3113,1294.01,GATEWAY_TIMEOUT,0.688,0,17,Mobile,0,1,0,1,1
RP_51C9BBC2,CUST_5356,2047.97,GATEWAY_TIMEOUT,0.622,0,19,Mobile,0,0,0,0,0
RP_F898626B,CUST_6543,1828.63,CUSTOMER_ABANDONED,0.896,0,4,Desktop,0,0,0,0,1
RP_5DC459F5,CUST_5555,1151.4,CUSTOMER_ABANDONED,0.958,1,15,Mobile,0,0,0,0,1
RP_2E56AA98,CUST_8062,6118.69,3D_SECURE_FAILED,0.718,0,20,Desktop,0,0,0,0,0
RP_5E42B749,CUST_4374,2206.62,GATEWAY_TIMEOUT,0.579,0,11,Mobile,0,1,0,0,0
RP_7E8A37EF,CUST_7430,638.54,GATEWAY_TIMEOUT,0.507,1,16,Mobile,0,0,0,0,0
RP_3371CF15,CUST_4466,643.16,GATEWAY_TIMEOUT,0.382,0,14,Mobile,0,0,0,0,0
RP_9469568C,CUST_4081,561.32,INSUFFICIENT_FUNDS,0.896,0,20,Desktop,0,0,1,0,0
RP_223605E4,CUST_1629,2341.5,RISK_BLOCKED,0.878,1,18,Mobile,0,0,0,0,0
RP_B3FA5735,CUST_1269,519.41,CUSTOMER_ABANDONED,0.498,0,23,Mobile,0,0,0,0,0
RP_1897CADD,CUST_6724,658.6,INSUFFICIENT_FUNDS,0.779,1,6,Mobile,0,0,0,0,0
RP_15B9C9F2,CUST_6897,3903.49,3D_SECURE_FAILED,0.972,0,20,Mobile,0,0,0,0,0
RP_FB775AE4,CUST_4432,1380.17,CUSTOMER_ABANDONED,0.855,0,11,Mobile,0,0,0,0,0
RP_151310E2,CUST_7276,4620.41,GATEWAY_TIMEOUT,0.79,0,16,Mobile,0,1,0,0,0
RP_9CED6E2E,CUST_6895,2857.41,CUSTOMER_ABANDONED,0.799,0,6,Mobile,0,0,0,1,1
RP_41F62836,CUST_8115,267.2,INSUFFICIENT_FUNDS,0.902,0,10,Mobile,0,0,1,0,1
RP_C087B730,CUST_7656,970.14,GATEWAY_TIMEOUT,0.866,0,0,Desktop,0,1,1,0,0
RP_EC5B0B91,CUST_1575,3597.3,GATEWAY_TIMEOUT,0.67,0,16,Desktop,0,0,1,1,0
RP_D1FA15BF,CUST_8029,253.0,INSUFFICIENT_FUNDS,0.819,1,21,Mobile,0,0,0,1,1
RP_AD5F8244,CUST_7099,1814.66,INSUFFICIENT_FUNDS,0.853,1,6,Mobile,0,0,0,1,0
RP_23CF0111,CUST_4192,1046.2,GATEWAY_TIMEOUT,0.747,1,1,Mobile,0,0,1,0,0
RP_B122D042,CUST_4178,133.52,GATEWAY_TIMEOUT,0.709,0,10,Mobile,0,1,0,0,0
RP_4297BECB,CUST_7052,1265.97,CUSTOMER_ABANDONED,0.744,0,15,Mobile,0,0,0,0,0
RP_767D7210,CUST_3734,401.43,RISK_BLOCKED,0.549,0,14,Mobile,0,0,0,1,0
RP_2A26EB02,CUST_7116,270.11,CUSTOMER_ABANDONED,0.637,0,7,Desktop,0,0,0,0,0
RP_4F0FE88A,CUST_4568,1108.73,GATEWAY_TIMEOUT,0.499,1,14,Desktop,0,0,0,0,1
RP_971A0E5E,CUST_3203,108.09,GATEWAY_TIMEOUT,0.772,0,6,Mobile,0,0,0,0,1
RP_7DAF4A30,CUST_2390,488.26,GATEWAY_TIMEOUT,0.905,2,4,Mobile,0,1,0,0,1
RP_9688BD0A,CUST_2742,23421.49,GATEWAY_TIMEOUT,0.512,1,7,Mobile,0,1,0,0,0
RP_EC5FF5C4,CUST_2925,2392.91,CUSTOMER_ABANDONED,0.879,1,1,Mobile,0,0,0,0,0
RP_F206FDC8,CUST_1619,380.81,CUSTOMER_ABANDONED,0.663,0,5,Desktop,0,0,0,1,0
RP_A621A020,CUST_2274,5913.54,CUSTOMER_ABANDONED,0.758,1,3,Mobile,0,0,0,0,1
RP_DCA3FCD7,CUST_1956,333.47,CUSTOMER_ABANDONED,0.717,2,6,Mobile,0,0,0,0,0
RP_55D47BC6,CUST_2939,564.29,GATEWAY_TIMEOUT,0.906,1,5,Mobile,0,1,0,1,0
RP_3CE37855,CUST_4953,276.27,INSUFFICIENT_FUNDS,0.661,0,21,Desktop,0,0,1,0,0
RP_C5F66F2F,CUST_1968,1491.14,CUSTOMER_ABANDONED,0.771,0,4,Desktop,0,0,0,0,0
RP_F972C5D5,CUST_1281,5666.66,INSUFFICIENT_FUNDS,0.877,0,4,Mobile,0,0,1,0,0
RP_9036494D,CUST_7262,330.69,GATEWAY_TIMEOUT,0.893,2,17,Desktop,0,1,0,0,1
RP_F1D9A833,CUST_2058,100.0,INSUFFICIENT_FUNDS,0.592,2,10,Desktop,0,0,0,1,1
RP_3DB0F722,CUST_5293,4060.9,GATEWAY_TIMEOUT,0.8,0,22,Mobile,0,1,1,0,0
RP_6787B2D1,CUST_6178,7076.68,GATEWAY_TIMEOUT,0.52,1,22,Mobile,0,1,0,0,0
RP_79105136,CUST_7980,100.07,CUSTOMER_ABANDONED,0.571,2,7,Mobile,0,0,0,0,0
RP_CB5C3672,CUST_2229,1904.67,3D_SECURE_FAILED,0.962,0,19,Mobile,0,1,0,0,0
RP_8B255D5F,CUST_5585,1439.15,GATEWAY_TIMEOUT,0.72,0,10,Mobile,0,1,0,0,0
RP_8EC52B90,CUST_9467,426.25,GATEWAY_TIMEOUT,0.713,0,18,Desktop,0,0,0,0,0
RP_5886E0DA,CUST_3740,205.77,CUSTOMER_ABANDONED,0.617,1,18,Desktop,0,0,0,1,0
RP_8CC01EC1,CUST_3289,3605.08,GATEWAY_TIMEOUT,0.853,0,1,Mobile,0,0,1,0,0
RP_2BA9058D,CUST_2239,1359.52,INSUFFICIENT_FUNDS,0.876,1,9,Desktop,0,0,0,0,0
RP_7BB7B5D9,CUST_6370,1488.18,GATEWAY_TIMEOUT,0.426,0,6,Desktop,0,0,0,0,0
RP_413D3AB1,CUST_1125,520.02,GATEWAY_TIMEOUT,0.613,0,11,Mobile,0,0,1,0,1
RP_CD545AA1,CUST_8473,418.93,CUSTOMER_ABANDONED,0.843,0,1,Mobile,0,0,0,0,1
RP_B85D7B18,CUST_6342,100.0,CUSTOMER_ABANDONED,0.743,0,6,Mobile,0,0,0,0,0
RP_1694E743,CUST_8351,834.11,GATEWAY_TIMEOUT,0.687,0,18,Mobile,0,1,1,0,0
RP_BB3A8045,CUST_7638,6164.68,INSUFFICIENT_FUNDS,0.686,0,0,Mobile,0,0,0,0,0
RP_E6237E81,CUST_7570,376.79,GATEWAY_TIMEOUT,0.857,0,10,Mobile,0,1,0,0,0
RP_5CF078B2,CUST_4249,176.46,GATEWAY_TIMEOUT,0.681,0,7,Desktop,0,1,0,0,1
RP_76EDC9B5,CUST_8595,1849.73,RISK_BLOCKED,0.82,0,7,Mobile,0,0,0,0,0
RP_03916E0B,CUST_7294,2307.91,CUSTOMER_ABANDONED,0.869,0,13,Mobile,0,0,0,0,1
RP_C03E9796,CUST_7527,542.89,INSUFFICIENT_FUNDS,0.599,0,12,Desktop,0,0,0,0,1
RP_5FEDCE1E,CUST_6757,721.61,CUSTOMER_ABANDONED,0.389,0,9,Desktop,0,0,0,0,0
